Year,State,sumInsured,premiumRate,farmerShare,farmerShareValue,stateShare,stateShareValue,goiShare,goiShareValue,indemnityLevel,seasonCode,isPreviousSeasonYearInSubsidy,firstGoiSubsidy,categoryName,cropTypeCode,startDate,endDate,insuranceCompanyName
2021,Haryana,44108.0,21.0256,1.5,661.62,9.7628,4306.17582,9.7628,4306.17582,90,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,HARYANA,46314.0,11.0,2.0,926.28,4.5,2084.13,4.5,2084.13,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2022,HARYANA,43588.0,17.0,2.0,871.76,7.5,3269.1,7.5,3269.1,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2018,Haryana,38000.0,6.0,1.5,570.0,2.25,855.0,2.25,855.0,90,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2018,Assam,60100.0,3.6,1.5,901.5,1.05,631.05,1.05,631.05,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,31250.0,9.0,1.5,468.75,3.75,1171.875,3.75,1171.875,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,CHHATTISGARH,18250.0,5.0,1.5,273.75,1.75,319.375,1.75,319.375,80,2,False,True,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,MADHYA PRADESH,33000.0,14.0,2.0,660.0,6.0,1980.0,6.0,1980.0,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Haryana,67460.0,6.0,1.5,1011.9,2.25,1517.85,2.25,1517.85,90,2,True,True,Cereals,1,2021-09-02,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Andhra Pradesh,80000.0,4.0,2.0,1600.0,1.0,800.0,1.0,800.0,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,35000.0,24.69,2.0,700.0,11.345,3970.75,11.345,3970.75,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,100000.0,5.88,5.0,5000.0,0.44,440.0,0.44,440.0,90,1,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,200000.0,5.88,5.0,10000.0,0.44,880.0,0.44,880.0,80,1,False,True,Condiments and Spices,2,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,55000.0,2.65,2.0,1100.0,0.325,178.75,0.325,178.75,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,30000.0,26.86,2.0,600.0,12.43,3729.0,12.43,3729.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,60000.0,11.76,5.0,3000.0,3.38,2028.0,3.38,2028.0,80,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,30000.0,17.83,2.0,600.0,7.915,2374.5,7.915,2374.5,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2018,Haryana,39000.0,10.54,1.5,585.0,4.52,1762.8,4.52,1762.8,90,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Haryana,66500.0,3.32,1.5,997.5,0.91,605.15,0.91,605.15,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Haryana,38000.0,7.08,1.5,570.0,2.79,1060.2,2.79,1060.2,90,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2020,Chhattisgarh,38000.0,20.22,2.0,760.0,9.11,3461.8,9.11,3461.8,80,1,False,True,Cereals,1,2020-06-16,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Assam,33700.0,3.0,1.5,505.5,0.75,252.75,0.75,252.75,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,10000.0,5.0,1.5,150.0,1.75,175.0,1.75,175.0,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Chhattisgarh,18000.0,5.0,2.0,360.0,1.5,270.0,1.5,270.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,27000.0,15.0,2.0,540.0,6.5,1755.0,6.5,1755.0,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,HARYANA,43588.0,20.0,2.0,871.76,9.0,3922.92,9.0,3922.92,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Haryana,76600.0,15.0,2.0,1532.0,8.0,6128.0,5.0,3830.0,90,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,CHHATTISGARH,33300.0,24.9,2.0,666.0,11.45,3812.85,11.45,3812.85,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,CHHATTISGARH,46200.0,12.99,2.0,924.0,5.495,2538.69,5.495,2538.69,80,1,True,True,Oilseeds,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Haryana,38300.0,25.0,2.0,766.0,11.5,4404.5,11.5,4404.5,90,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Madhya Pradesh,21000.0,10.0,1.5,315.0,4.25,892.5,4.25,892.5,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2019,Madhya Pradesh,15000.0,5.0,1.5,225.0,1.75,262.5,1.75,262.5,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2022,MADHYA PRADESH,22050.0,17.0,2.0,441.0,7.5,1653.75,7.5,1653.75,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,27000.0,12.0,1.5,405.0,5.25,1417.5,5.25,1417.5,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Haryana,36000.0,14.0,2.0,720.0,6.0,2160.0,6.0,2160.0,90,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Chhattisgarh,18000.0,21.0,1.5,270.0,9.75,1755.0,9.75,1755.0,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,MADHYA PRADESH,22000.0,3.0,2.0,440.0,0.5,110.0,0.5,110.0,80,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Haryana,39000.0,6.0,1.5,585.0,2.25,877.5,2.25,877.5,90,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2020,Assam,59400.0,4.25,2.0,1188.0,0.2250000000000001,133.65,2.025,1202.85,80,1,False,True,Cereals,1,2020-06-04,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2019,Andhra Pradesh,32500.0,11.57,2.0,650.0,4.785,1555.125,4.785,1555.125,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,75000.0,2.22,2.0,1500.0,0.11,82.5,0.11,82.5,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,125000.0,12.86,5.0,6250.0,3.93,4912.5,3.93,4912.5,80,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,75000.0,2.22,2.22,1665.0,0.0,0.0,0.0,0.0,80,1,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,200000.0,3.33,3.33,6660.0,0.0,0.0,0.0,0.0,80,1,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,40000.0,7.51,2.0,800.0,2.755,1102.0,2.755,1102.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,82500.0,5.63,2.0,1650.0,1.815,1497.375,1.815,1497.375,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,200000.0,8.89,5.0,10000.0,1.945,3890.0,1.945,3890.0,80,1,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,25000.0,14.14,2.0,500.0,6.07,1517.5,6.07,1517.5,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,162500.0,3.33,3.33,5411.25,0.0,0.0,0.0,0.0,90,1,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,35000.0,11.11,2.0,700.0,4.555,1594.25,4.555,1594.25,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,137500.0,3.33,3.33,4578.75,0.0,0.0,0.0,0.0,90,1,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,40000.0,5.56,2.0,800.0,1.78,712.0,1.78,712.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Andhra Pradesh,18750.0,6.31,2.0,375.0,2.155,404.0625,2.155,404.0625,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2019,Assam,131900.0,8.0,5.0,6595.0,1.5,1978.5,1.5,1978.5,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2020,Haryana,84015.0,6.0,2.0,1680.3,2.0,1680.3,2.0,1680.3,90,1,False,True,Cereals,1,2020-07-06,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Chhattisgarh,30000.0,10.0,1.5,450.0,4.25,1275.0,4.25,1275.0,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,HARYANA,46314.0,9.6908,2.0,926.28,3.8453999999999993,1780.95856,3.8454,1780.95856,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,15000.0,9.0,2.0,300.0,3.5,525.0,3.5,525.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Chhattisgarh,20000.0,10.0,1.5,300.0,4.25,850.0,4.25,850.0,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Haryana,73500.0,5.38,2.0,1470.0,1.69,1242.15,1.69,1242.15,90,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Haryana,66500.0,3.28,1.5,997.5,0.89,591.85,0.89,591.85,90,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,UNIVERSAL SOMPO GENERAL INSURANCE COMPANY
2018,Chhattisgarh,33000.0,8.0,1.5,495.0,3.25,1072.5,3.25,1072.5,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Haryana,38300.0,7.27,0.0,0.0,4.635,1775.205,2.635,1009.205,90,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2022,HARYANA,46314.0,10.0,2.0,926.28,4.0,1852.56,4.0,1852.56,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2021,Haryana,41512.0,17.0,2.0,830.24,7.5,3113.4,7.5,3113.4,90,1,True,True,Millets,1,2020-07-06,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2022,CHHATTISGARH,43200.0,22.75,2.0,864.0,10.375,4482.0,10.375,4482.0,80,1,True,True,Oilseeds,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Haryana,39000.0,6.0,1.5,585.0,2.25,877.5,2.25,877.5,90,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2020,Haryana,42008.0,13.0,2.0,840.16,5.5,2310.44,5.5,2310.44,90,1,False,True,Millets,1,2020-07-06,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,HARYANA,43588.0,12.0,2.0,871.76,5.0,2179.4,5.0,2179.4,90,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Andhra Pradesh,25000.0,20.0,1.5,375.0,9.25,2312.5,9.25,2312.5,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,Madhya Pradesh,22000.0,18.0,1.5,330.0,8.25,1815.0,8.25,1815.0,80,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,35000.0,11.0,1.5,525.0,4.75,1662.5,4.75,1662.5,80,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,12300.0,3.0,1.5,184.5,0.75,92.25,0.75,92.25,80,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Madhya Pradesh,35000.0,6.0,1.5,525.0,2.25,787.5,2.25,787.5,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Chhattisgarh,18000.0,5.0,1.5,270.0,1.75,315.0,1.75,315.0,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Andhra Pradesh,62500.0,8.88,2.0,1250.0,3.44,2150.0,3.44,2150.0,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2019,Andhra Pradesh,40000.0,13.2,2.0,800.0,5.6,2240.0,5.6,2240.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2019,Andhra Pradesh,52500.0,7.41,2.0,1050.0,2.705,1420.125,2.705,1420.125,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2020,Chhattisgarh,29000.0,11.0,2.0,580.0,4.5,1305.0,4.5,1305.0,80,1,False,True,Cereals,1,2020-06-16,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,Chhattisgarh,12000.0,10.0,2.0,240.0,4.0,480.0,4.0,480.0,80,1,False,True,Pulses,1,2020-06-16,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,Chhattisgarh,16000.0,10.0,2.0,320.0,4.0,640.0,4.0,640.0,80,1,False,True,Millets,1,2020-06-16,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Andhra Pradesh,27500.0,18.57,2.0,550.0,8.285,2278.375,8.285,2278.375,80,1,False,True,Millets,1,2018-01-01,2030-11-24 13:45:49,ORIENTAL INSURANCE
2020,Chhattisgarh,14900.0,9.0,2.0,298.0,3.5,521.5,3.5,521.5,80,1,False,True,Pulses,1,2020-06-16,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,Chhattisgarh,30000.0,17.0,1.5,450.0,7.75,2325.0,7.75,2325.0,90,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,CHHATTISGARH,19200.0,24.9,2.0,384.0,11.45,2198.4,11.45,2198.4,80,1,True,True,Pulses,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Assam,69500.0,8.0,1.5,1042.5,0.6500000000000004,451.75,5.85,4065.75,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,Chhattisgarh,25000.0,10.0,1.5,375.0,4.25,1062.5,4.25,1062.5,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2022,CHHATTISGARH,54000.0,20.73,2.0,1080.0,9.365,5057.1,9.365,5057.1,90,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Haryana,85622.0,12.0,5.0,4281.1,3.5,2996.77,3.5,2996.77,90,1,True,True,Fiber Crops,2,2020-07-06,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Assam,59400.0,2.0,2.0,1188.0,0.0,0.0,0.0,0.0,80,1,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Haryana,88216.0,8.0,2.0,1764.32,3.0,2646.48,3.0,2646.48,90,1,True,True,Cereals,1,2020-07-06,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2019,Assam,33700.0,4.0,1.5,505.5,1.25,421.25,1.25,421.25,80,2,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Assam,131900.0,3.0,3.0,3957.0,0.0,0.0,0.0,0.0,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Assam,55300.0,3.0,3.0,1659.0,0.0,0.0,0.0,0.0,80,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Haryana,46314.0,5.0,1.5,694.71,1.75,810.495,1.75,810.495,90,2,True,True,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Haryana,44108.0,23.0,1.5,661.62,10.75,4741.61,10.75,4741.61,90,2,True,True,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2021,Madhya Pradesh,35000.0,11.0,1.5,525.0,4.75,1662.5,4.75,1662.5,80,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,27000.0,6.0,1.5,405.0,2.25,607.5,2.25,607.5,80,2,True,False,Pulses,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,34000.0,8.0,1.5,510.0,3.25,1105.0,3.25,1105.0,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Madhya Pradesh,24000.0,15.0,1.5,360.0,6.75,1620.0,6.75,1620.0,80,2,True,False,Cereals,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,Haryana,46314.0,10.0,1.5,694.71,4.25,1968.345,4.25,1968.345,90,2,True,True,Cereals,1,2021-09-02,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2018,Haryana,29500.0,6.0,1.5,442.5,2.25,663.75,2.25,663.75,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,SBI GENERAL INSURANCE
2018,Madhya Pradesh,22000.0,3.0,2.0,440.0,0.5,110.0,0.5,110.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Madhya Pradesh,30000.0,5.0,1.5,450.0,1.75,525.0,1.75,525.0,80,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Madhya Pradesh,22000.0,2.0,2.0,440.0,0.0,0.0,0.0,0.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2018,Madhya Pradesh,30000.0,20.38,2.0,600.0,9.19,2757.0,9.19,2757.0,80,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2020,MADHYA PRADESH,25600.0,19.0,1.5,384.0,8.75,2240.0,8.75,2240.0,80,2,False,False,Pulses,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,MADHYA PRADESH,35000.0,14.0,1.5,525.0,6.25,2187.5,6.25,2187.5,80,2,False,False,Pulses,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,MADHYA PRADESH,54000.0,15.0,1.5,810.0,6.75,3645.0,6.75,3645.0,80,2,False,False,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,MADHYA PRADESH,21000.0,25.0,1.5,315.0,11.75,2467.5,11.75,2467.5,80,2,False,False,Oilseeds,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Chhattisgarh,27000.0,15.0,1.5,405.0,6.75,1822.5,6.75,1822.5,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,MADHYA PRADESH,42500.0,5.0,1.5,637.5,1.75,743.75,1.75,743.75,80,2,False,False,Cereals,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,MADHYA PRADESH,31810.0,15.0,1.5,477.15,6.75,2147.175,6.75,2147.175,80,2,False,False,Pulses,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Assam,56630.0,0.5,0.5,283.15,0.0,0.0,0.0,0.0,80,1,False,True,Fiber Crops,2,2018-01-01,2030-11-24 13:45:49,NATIONAL INSURANCE COMPANY LIMITED
2020,MADHYA PRADESH,32500.0,8.0,1.5,487.5,3.25,1056.25,3.25,1056.25,80,2,False,False,Oilseeds,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2020,MADHYA PRADESH,21000.0,5.0,1.5,315.0,1.75,367.5,1.75,367.5,80,2,False,False,Oilseeds,1,2020-09-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Madhya Pradesh,18750.0,30.0,2.0,375.0,14.0,2625.0,14.0,2625.0,80,1,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,IFFCO TOKIO GENERAL INSURANCE CO. LTD.
2018,Andhra Pradesh,41250.0,15.0,1.5,618.75,6.75,2784.375,6.75,2784.375,90,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2020,Assam,55300.0,3.0,3.0,1659.0,0.0,0.0,0.0,0.0,80,1,False,True,Fiber Crops,2,2020-06-04,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Assam,60100.0,8.5,1.5,901.5,3.5,2103.5,3.5,2103.5,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2019,Assam,131900.0,7.6,5.0,6595.0,1.3,1714.7,1.3,1714.7,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2019,Gujarat,53000.0,24.0,2.0,1060.0,11.0,5830.0,11.0,5830.0,70,1,False,True,Oilseeds,1,2018-01-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
2019,Madhya Pradesh,22500.0,13.0,1.5,337.5,5.75,1293.75,5.75,1293.75,80,2,False,True,Pulses,1,2018-01-01,2030-11-24 13:45:49,NEW INDIA ASSURANCE COMPANY
2019,Assam,60100.0,3.0,1.5,901.5,0.75,450.75,0.75,450.75,80,2,False,True,Cereals,1,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2021,Chhattisgarh,29000.0,24.57,2.0,580.0,11.285,3272.65,11.285,3272.65,80,1,True,False,Pulses,1,2020-06-16,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2021,Chhattisgarh,38500.0,15.0,2.0,770.0,6.5,2502.5,6.5,2502.5,80,1,True,False,Cereals,1,2020-06-16,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2019,Assam,100500.0,10.0,5.0,5025.0,2.5,2512.5,2.5,2512.5,90,2,False,True,Sugar and Starch Crops,2,2018-01-01,2030-11-24 13:45:49,HDFC ERGO GENERAL INSURANCE CO. LTD.
2022,MADHYA PRADESH,50000.0,15.0,5.0,2500.0,5.0,2500.0,5.0,2500.0,80,1,True,True,Fiber Crops,2,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,MADHYA PRADESH,30000.0,3.0,2.0,600.0,0.5,150.0,0.5,150.0,80,1,True,True,Millets,1,2022-04-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Assam,131900.0,8.0,5.0,6595.0,1.5,1978.5,1.5,1978.5,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2018,Assam,131900.0,5.0,5.0,6595.0,0.0,0.0,0.0,0.0,80,2,False,True,Vegetables,2,2018-01-01,2030-11-24 13:45:49,BAJAJ ALLIANZ GENERAL INSURANCE CO. LTD
2021,Madhya Pradesh,21700.0,30.0,1.5,325.5,14.25,3092.25,14.25,3092.25,80,2,True,False,Oilseeds,1,2021-09-02,2030-11-24 13:45:49,AGRICULTURE INSURANCE COMPANY
2022,HARYANA,92626.0,5.0,2.0,1852.52,1.5,1389.39,1.5,1389.39,90,1,True,True,Cereals,1,2022-04-01,2030-11-24 13:45:49,RELIANCE GENERAL INSURANCE CO. LTD.
